id,aff_d300_euclidean,title,link
28060486,863,Программист Python / JavaScript,https://hh.ru/vacancy/28060486
22787193,1200,Java разработчик (Senior),https://hh.ru/vacancy/22787193
24932209,964,Программист Navision,https://hh.ru/vacancy/24932209
27542092,1046,Frontend-разработчик,https://hh.ru/vacancy/27542092
21957075,523,Lead Java Developer,https://hh.ru/vacancy/21957075
27966738,1176,Senior Backend developer,https://hh.ru/vacancy/27966738
20254344,813,Web-разработчик,https://hh.ru/vacancy/20254344
21018724,654,Программист Python,https://hh.ru/vacancy/21018724
24405254,731,Web-программист,https://hh.ru/vacancy/24405254
23776358,200,Программист C#,https://hh.ru/vacancy/23776358
21610280,1135,Java-разработчик,https://hh.ru/vacancy/21610280
20380566,871,Web-разработчик,https://hh.ru/vacancy/20380566
20046585,201,Программист С++,https://hh.ru/vacancy/20046585
25424357,85,Веб-мастер / веб-программист (1С-Битрикс),https://hh.ru/vacancy/25424357
26161936,1067,Web developer,https://hh.ru/vacancy/26161936
23884242,941,Full-Stack Web Developer,https://hh.ru/vacancy/23884242
23769248,202,Наладчик станков с ЧПУ,https://hh.ru/vacancy/23769248
23499455,851,Аналитик-программист,https://hh.ru/vacancy/23499455
27796372,140,Разработчик С#,https://hh.ru/vacancy/27796372
23920756,203,Программист 1С,https://hh.ru/vacancy/23920756
22352225,486,Программист 1С,https://hh.ru/vacancy/22352225
23903910,204,Middle PHP developer,https://hh.ru/vacancy/23903910
20719850,429,Разработчик мобильных приложений,https://hh.ru/vacancy/20719850
25028907,762,IOS разработчик,https://hh.ru/vacancy/25028907
23406393,1106,Web-программист,https://hh.ru/vacancy/23406393
23030913,57,Программист Python,https://hh.ru/vacancy/23030913
25643822,205,Веб-разработчик,https://hh.ru/vacancy/25643822
24006049,823,Разработчик Ruby,https://hh.ru/vacancy/24006049
25304634,164,Разработчик,https://hh.ru/vacancy/25304634
24605908,910,Начинающий специалист ML и Computer Vision,https://career.ru/vacancy/24605908
27754729,668,Разработчик PHP,https://hh.ru/vacancy/27754729
22850340,810,Программист 1С,https://hh.ru/vacancy/22850340
20916061,689,Backend/PHP Developer,https://hh.ru/vacancy/20916061
23526763,963,Ruby-разработчик,https://hh.ru/vacancy/23526763
27820167,270,Unity Developer,https://hh.ru/vacancy/27820167
25987642,365,Инженер - программист микроконтроллерных систем,https://hh.ru/vacancy/25987642
27145442,1104,Middle and Senior Front-end Developer (REMOTE WORK),https://hh.ru/vacancy/27145442
24125907,1185,Программист 1С,https://hh.ru/vacancy/24125907
27688536,659,Разработчик C#,https://hh.ru/vacancy/27688536
25087599,628,Python Developer,https://hh.ru/vacancy/25087599
24614823,206,Оператор станков с ЧПУ,https://hh.ru/vacancy/24614823
27588773,1139,Программист 1С,https://hh.ru/vacancy/27588773
20415448,955,Программист 1С,https://hh.ru/vacancy/20415448
27948271,466,Principal Java developer (Kapow IDE),https://hh.ru/vacancy/27948271
24881209,72,Веб-разработчик на Битрикс/Bitrix,https://hh.ru/vacancy/24881209
20403576,843,Специалист по проектированию/Аналитик,https://hh.ru/vacancy/20403576
22544271,481,Web-разработчик,https://hh.ru/vacancy/22544271
20077280,835,Front-end разработчик,https://hh.ru/vacancy/20077280
24460494,219,JavaScript разработчик,https://hh.ru/vacancy/24460494
23360957,445,Программист 1C,https://hh.ru/vacancy/23360957
27940331,928,Программист-разработчик C++,https://hh.ru/vacancy/27940331
20390691,529,Ведущий разработчик С# + MS SQL,https://hh.ru/vacancy/20390691
25971763,1107,Разработчик C/C++ linux,https://hh.ru/vacancy/25971763
20301109,1167,Frontend-разработчик,https://hh.ru/vacancy/20301109
21913945,1104,Ведущий Frontend-разработчик,https://hh.ru/vacancy/21913945
22332807,57,Golang разработчик,https://hh.ru/vacancy/22332807
21805456,1162,Веб-разработчик,https://hh.ru/vacancy/21805456
25844377,207,Ведущий разработчик PHP (г.Сочи),https://hh.ru/vacancy/25844377
24178561,1021,Программист 1С,https://hh.ru/vacancy/24178561
25481189,208,Программист-разработчик,https://hh.ru/vacancy/25481189
27426549,815,PHP-разработчик,https://hh.ru/vacancy/27426549
21423370,591,Back-end разработчик,https://hh.ru/vacancy/21423370
23400879,773,Web-программист / PHP,https://hh.ru/vacancy/23400879
25982174,578,HTML-верстальщик,https://hh.ru/vacancy/25982174
24216768,1218,HTML-верстальщик,https://hh.ru/vacancy/24216768
26201639,312,PHP - разработчик,https://hh.ru/vacancy/26201639
22803592,215,Разработчик (C#),https://hh.ru/vacancy/22803592
28052026,1162,Программист-разработчик. NET,https://hh.ru/vacancy/28052026
24703913,688,Програмист 1С,https://hh.ru/vacancy/24703913
22386808,831,Middle Веб-программист (Backend/Frontend),https://hh.ru/vacancy/22386808
22617040,873,Старший инженер – разработчик Asp.Net C# (back end),https://hh.ru/vacancy/22617040
23533227,318,Web-программист,https://hh.ru/vacancy/23533227
23825875,812,Frontend-разработчик,https://hh.ru/vacancy/23825875
28039749,712,Программист 1С,https://hh.ru/vacancy/28039749
25755695,1054,Frontend-разработчик,https://hh.ru/vacancy/25755695
23550186,68,Web-разработчик (Full stack),https://hh.ru/vacancy/23550186
27825485,193,Junior разработчик/программист +,https://hh.ru/vacancy/27825485
22832851,209,Инженер-электронщик/Разработчик-программист микроконтроллеров,https://hh.ru/vacancy/22832851
25888801,771,Программист 1С,https://hh.ru/vacancy/25888801
21212409,210,Senior .NET Developer,https://hh.ru/vacancy/21212409
23002619,1021,Программист 1С (Стажёр/ученик),https://hh.ru/vacancy/23002619
20452602,1006,Разработчик SQL,https://hh.ru/vacancy/20452602
25711933,472,Программист-разработчик на С/C++ для STM32,https://hh.ru/vacancy/25711933
20069047,184,PHP- программист,https://hh.ru/vacancy/20069047
25298407,942,Java Developer (программист java),https://hh.ru/vacancy/25298407
23193119,578,HTML-верстальщик / Web мастер,https://hh.ru/vacancy/23193119
25984389,378,Backend C# (.NET) разработчик,https://hh.ru/vacancy/25984389
22710470,1010,Программист 1C 8,https://hh.ru/vacancy/22710470
23768812,211,Наладчик станков с ЧПУ,https://hh.ru/vacancy/23768812
20486799,309,Программист-разработчик,https://hh.ru/vacancy/20486799
22259287,810,Программист 1С,https://hh.ru/vacancy/22259287
27193371,823,Веб-разработчик,https://hh.ru/vacancy/27193371
22451179,241,"Разработчик C#, ASP.NET MVC",https://hh.ru/vacancy/22451179
25469581,1139,Программист 1C,https://hh.ru/vacancy/25469581
22404303,1039,Программист-консультант 1С,https://hh.ru/vacancy/22404303
20649357,446,Программист,https://hh.ru/vacancy/20649357
22918176,760,Младший HTML верстальщик,https://career.ru/vacancy/22918176
27445977,516,Программист 1 С,https://hh.ru/vacancy/27445977
23403753,68,Fullstack Javascript-разработчик,https://hh.ru/vacancy/23403753
27332443,1145,Программист 1С,https://career.ru/vacancy/27332443
27464737,265,Django backend developer,https://hh.ru/vacancy/27464737
25520555,704,Flex/Flash разработчик,https://hh.ru/vacancy/25520555
25353958,79,Android-разработчик,https://hh.ru/vacancy/25353958
24088589,731,Программист,https://hh.ru/vacancy/24088589
23281235,472,Программист C++,https://hh.ru/vacancy/23281235
26103559,311,HTML-верстальшик,https://hh.ru/vacancy/26103559
21266095,1033,Ведущий Web разработчик (ASP.NET)/Ведущий разработчик (.NET),https://hh.ru/vacancy/21266095
25904334,352,Java-разработчик (Full-Stack),https://hh.ru/vacancy/25904334
23269706,105,Стажер php,https://hh.ru/vacancy/23269706
21265248,1012,Инженер-программист микроконтроллеров,https://hh.ru/vacancy/21265248
21014507,786,Программист,https://hh.ru/vacancy/21014507
28074203,1129,Программист PHP,https://career.ru/vacancy/28074203
24495810,484,Программист JAVA,https://hh.ru/vacancy/24495810
23316405,955,Программист 1С,https://hh.ru/vacancy/23316405
25117537,414,Программист 1C 8,https://hh.ru/vacancy/25117537
25724694,566,Senior C++ developer,https://hh.ru/vacancy/25724694
22525286,615,Front End Developer - Smart TV apps,https://hh.ru/vacancy/22525286
21758371,164,Программист ASP.NET,https://hh.ru/vacancy/21758371
24079209,22,Программист-разработчик 1С,https://hh.ru/vacancy/24079209
25842109,157,Программист 1С,https://hh.ru/vacancy/25842109
23658333,490,Программист станков с ПУ,https://hh.ru/vacancy/23658333
25437971,138,Программист 1С,https://hh.ru/vacancy/25437971
27748159,824,Менеджер по информационной безопасности,https://hh.ru/vacancy/27748159
23663693,807,Веб-разработчик,https://hh.ru/vacancy/23663693
24058707,623,IOS разработчик,https://hh.ru/vacancy/24058707
21699029,1124,Junior Java developer,https://hh.ru/vacancy/21699029
27491423,1016,Программист 1С (Бухгалтерия),https://hh.ru/vacancy/27491423
27927043,1030,"Разработчик,Программист",https://hh.ru/vacancy/27927043
25611156,912,Инженер-программист 1C,https://hh.ru/vacancy/25611156
20406804,1137,Web-программист,https://hh.ru/vacancy/20406804
22110347,715,Senior JavaScript Developer,https://hh.ru/vacancy/22110347
24995838,959,Java-разработчик,https://hh.ru/vacancy/24995838
23506976,411,Инженер-программист АСУ ТП,https://hh.ru/vacancy/23506976
23036649,212,Ведущий программист 1С / Заместитель руководителя службы сопровождения ИС,https://hh.ru/vacancy/23036649
24821939,110,Python Developer,https://hh.ru/vacancy/24821939
26193833,913,Web-разработчик 5/2,https://hh.ru/vacancy/26193833
25231727,135,"Разработчик Javascript (Meteor.js / Node.js, Angular.js / React.js)",https://hh.ru/vacancy/25231727
25341107,909,Программист-разработчик,https://hh.ru/vacancy/25341107
27950896,1204,Станіслав Михайленко,https://hh.ru/vacancy/27950896
23808947,688,Программист 1С,https://hh.ru/vacancy/23808947
25777644,365,Программист ПО,https://hh.ru/vacancy/25777644
27758365,703,Администратор баз данных PL/SQL,https://hh.ru/vacancy/27758365
23533551,298,Программист-разработчик,https://hh.ru/vacancy/23533551
22105789,1145,Программист 1C,https://hh.ru/vacancy/22105789
25010079,429,Разработчик PHP,https://hh.ru/vacancy/25010079
21284519,1040,Веб-разработчик,https://hh.ru/vacancy/21284519
21980151,222,Разработчик мобильных приложений,https://hh.ru/vacancy/21980151
22928603,1039,Программист 1С,https://hh.ru/vacancy/22928603
27536277,499,Программист 1С,https://hh.ru/vacancy/27536277
23005210,838,Младший разработчик Java,https://hh.ru/vacancy/23005210
23197148,486,Младший программист 1С,https://hh.ru/vacancy/23197148
22284377,1026,Frontend Developer,https://hh.ru/vacancy/22284377
24798174,716,Web-программист,https://hh.ru/vacancy/24798174
24214412,1016,Программист 1С (г. Екатеринбург),https://hh.ru/vacancy/24214412
23006851,128,.Net разработчик,https://hh.ru/vacancy/23006851
21753872,579,Ведущий программист ASP .NET MVC C#,https://hh.ru/vacancy/21753872
21023418,555,Программист С#,https://hh.ru/vacancy/21023418
25219342,1145,Программист 1C,https://hh.ru/vacancy/25219342
25052200,1016,Программист 1С,https://hh.ru/vacancy/25052200
22274653,145,HTML-верстальщик / WEB-дизайнер,https://hh.ru/vacancy/22274653
24919297,1203,Программист Terrasoft Bpmonline (bpm online),https://hh.ru/vacancy/24919297
20567772,279,"Front-end разработчик (JS, PHP)",https://hh.ru/vacancy/20567772
20137278,1160,Технолог - оператор базы данных (швейный цех),https://hh.ru/vacancy/20137278
20026233,995,Senior Ios developer,https://hh.ru/vacancy/20026233
22106797,137,Программист 1C,https://hh.ru/vacancy/22106797
25359613,188,Java разработчик,https://hh.ru/vacancy/25359613
24497324,1183,Ведущий программист,https://hh.ru/vacancy/24497324
22705033,529,Ведущий разработчик C#,https://hh.ru/vacancy/22705033
23484536,444,Ведущий инженер - разработчик программного обеспечения,https://hh.ru/vacancy/23484536
22658742,445,Программист 1C,https://hh.ru/vacancy/22658742
23722561,955,Программист 1C,https://hh.ru/vacancy/23722561
23001292,490,Инженер-программист,https://hh.ru/vacancy/23001292
20518244,729,PHP-программист/ Разработчик Битрикс (Bitrix),https://hh.ru/vacancy/20518244
25887566,242,Разработчик С++ в Яндекс.Такси,https://hh.ru/vacancy/25887566
25343897,1092,Java разработчик,https://hh.ru/vacancy/25343897
20112934,112,Developer C++ (Tizen),https://hh.ru/vacancy/20112934
24309770,171,Разработчик 1C,https://hh.ru/vacancy/24309770
27943863,791,C# Developer,https://hh.ru/vacancy/27943863
25589216,955,Инженер-программист,https://hh.ru/vacancy/25589216
24286744,213,Frontend-разработчик с php-скиллами в Новосибирске,https://hh.ru/vacancy/24286744
24954876,132,.NET developer (Middle),https://hh.ru/vacancy/24954876
27800956,924,Android-разработчик,https://hh.ru/vacancy/27800956
27224301,284,Ведущий программист,https://hh.ru/vacancy/27224301
21121054,65,Ведущий Android-разработчик,https://hh.ru/vacancy/21121054
27336771,129,Senior frontend developer,https://hh.ru/vacancy/27336771
22604341,845,"Эксперт/разработчик Java, Android",https://hh.ru/vacancy/22604341
24258600,846,Senior Software Engineer,https://hh.ru/vacancy/24258600
22695912,942,Разработчик/архитектор Microsoft ShareРoint,https://hh.ru/vacancy/22695912
24395615,214,Программист 1С,https://hh.ru/vacancy/24395615
23251586,1218,Веб-разработчик / Front End,https://hh.ru/vacancy/23251586
24023645,525,Разработчик .Net,https://hh.ru/vacancy/24023645
22320017,1134,Map Business Online developer,https://hh.ru/vacancy/22320017
20394290,1001,Web-программист,https://hh.ru/vacancy/20394290
25304354,555,SharePoint developer,https://hh.ru/vacancy/25304354
24346706,1016,Программист 1С,https://hh.ru/vacancy/24346706
23020211,443,Backend разработчик,https://hh.ru/vacancy/23020211
24187090,412,"Программист-разработчик (машинная лингвистика, Python)",https://hh.ru/vacancy/24187090
24619677,917,Младший разработчик SQL/Разработчик в поддержку,https://hh.ru/vacancy/24619677
24343623,967,Инженер-разработчик (Qt/С++),https://hh.ru/vacancy/24343623
26029080,1087,Мобильный девелопер (Android),https://hh.ru/vacancy/26029080
23163715,875,C#/C++ Junior-разработчик OpenCV,https://career.ru/vacancy/23163715
24367053,905,Программист Java,https://hh.ru/vacancy/24367053
22939228,617,Программист/Разработчик PERL,https://hh.ru/vacancy/22939228
26124148,927,Системный разработчик,https://hh.ru/vacancy/26124148
25856373,725,Программист-разработчик фронтенд,https://hh.ru/vacancy/25856373
21960483,785,Программист C/С++,https://hh.ru/vacancy/21960483
27726450,101,Программист 1С,https://hh.ru/vacancy/27726450
22320427,358,Программист-разработчик,https://hh.ru/vacancy/22320427
24346892,76,Помощник программиста,https://career.ru/vacancy/24346892
21114835,36,Frontend-разработчик (React / Inferno),https://hh.ru/vacancy/21114835
27246920,20,Инженер-программист,https://hh.ru/vacancy/27246920
27268063,851,Программист 1С,https://hh.ru/vacancy/27268063
21836790,928,Старший программист С++/CUDA,https://hh.ru/vacancy/21836790
25743133,188,Разработчик С++,https://hh.ru/vacancy/25743133
20408555,411,Инженер по АСУТП,https://career.ru/vacancy/20408555
25983226,325,Разработчик JavaScript (Node.js Back-end),https://hh.ru/vacancy/25983226
25420267,312,JavaScript developer,https://hh.ru/vacancy/25420267
20156518,843,Инженер-разработчик (г.Самара),https://hh.ru/vacancy/20156518
24207834,1047,Программист 1С,https://hh.ru/vacancy/24207834
22492891,825,PHP-разработчик,https://hh.ru/vacancy/22492891
22236573,14,Программист 1С,https://hh.ru/vacancy/22236573
21409866,215,Веб-разработчик,https://hh.ru/vacancy/21409866
24116161,495,Ведущий разработчик .NET (MS Dynamics CRM),https://hh.ru/vacancy/24116161
22864645,1135,Разработчик C++/Erlang,https://hh.ru/vacancy/22864645
22899709,1153,PHP-программист,https://hh.ru/vacancy/22899709
21058119,224,Delphi разработчик,https://hh.ru/vacancy/21058119
22955342,835,Senior Front-End Developer,https://hh.ru/vacancy/22955342
24221774,924,Android developer,https://hh.ru/vacancy/24221774
22206252,963,"Разработчик Go (Golang, Back-end)",https://hh.ru/vacancy/22206252
23170368,1053,Back-end разработчик (Laravel),https://hh.ru/vacancy/23170368
22654874,157,Программист 1С,https://hh.ru/vacancy/22654874
24142309,299,.NET разработчик,https://hh.ru/vacancy/24142309
23947302,834,Программист встроенного ПО,https://hh.ru/vacancy/23947302
24022854,657,Backend разработчик,https://hh.ru/vacancy/24022854
25404845,1104,Junior frontend разработчик / Web-верстальщик,https://career.ru/vacancy/25404845
20893695,361,Ведущий разработчик С++/Qt,https://hh.ru/vacancy/20893695
22304559,252,Ведущий разработчик .net,https://hh.ru/vacancy/22304559
24680238,279,Web-программист,https://career.ru/vacancy/24680238
20360605,223,Разработчик Программного обеспечения,https://hh.ru/vacancy/20360605
23215918,114,PHP-разработчик,https://hh.ru/vacancy/23215918
24368244,788,Программист,https://hh.ru/vacancy/24368244
25455479,144,Ведущий SQL-разработчик / SQL-Developer,https://hh.ru/vacancy/25455479
27312875,10,Back-end разработчик / PHP-программист,https://hh.ru/vacancy/27312875
20440882,216,Инженер-программист,https://hh.ru/vacancy/20440882
22493468,843,"Консультант направления ""корпоративные хранилища данных""",https://hh.ru/vacancy/22493468
20224969,699,Android developer,https://hh.ru/vacancy/20224969
24657799,261,PHP Developer / PHP-программист 1C-Битрикс,https://hh.ru/vacancy/24657799
20608747,292,Java Team Lead,https://hh.ru/vacancy/20608747
24926066,217,C++ программист,https://hh.ru/vacancy/24926066
25801842,743,Junior Web Developer / Веб-разработчик,https://hh.ru/vacancy/25801842
22416273,541,"Программист/разработчик (С++, Qt)",https://hh.ru/vacancy/22416273
20171933,1181,Разработчик JavaScript,https://hh.ru/vacancy/20171933
23430434,1167,Верстальщик/Frontend разработчик,https://hh.ru/vacancy/23430434
22830123,388,Программист C#,https://hh.ru/vacancy/22830123
22411217,1143,Software Development Team Leader (iOS),https://hh.ru/vacancy/22411217
23228840,378,С++ разработчик высоконагруженных систем (на Кипр),https://hh.ru/vacancy/23228840
20060940,497,HTML-верстальщик (Junior),https://hh.ru/vacancy/20060940
22980410,445,Ведущий программист 1С,https://hh.ru/vacancy/22980410
22982013,961,Python Developer,https://hh.ru/vacancy/22982013
25607823,285,Junior frontend developer,https://hh.ru/vacancy/25607823
22665556,72,PHP-разработчик 1C-Bitrix,https://hh.ru/vacancy/22665556
20635915,1184,Web-разработчик / Программист Bitrix,https://hh.ru/vacancy/20635915
21747876,1004,Frontend разработчик JavaScript/React/,https://hh.ru/vacancy/21747876
23303156,1103,Middle Java Developer,https://hh.ru/vacancy/23303156
20199477,1010,Ведущий разработчик 1С ЗУП,https://hh.ru/vacancy/20199477
23793271,138,Программист 1С,https://hh.ru/vacancy/23793271
23689558,298,Разработчик приложений Android,https://hh.ru/vacancy/23689558
26136388,710,Оператор,https://hh.ru/vacancy/26136388
25942603,89,Full Stack (java+javascript) разработчик,https://hh.ru/vacancy/25942603
25462874,919,.NET Разработчик - программист систем мониторинга,https://hh.ru/vacancy/25462874
20289966,1139,Программист 1С,https://hh.ru/vacancy/20289966
23435153,717,Веб-программист,https://hh.ru/vacancy/23435153
23622130,451,Back-end Разработчик,https://hh.ru/vacancy/23622130
24821736,5,Middle or Senior Android developer,https://hh.ru/vacancy/24821736
23768253,218,Наладчик станков с ЧПУ,https://hh.ru/vacancy/23768253
26115518,197,Ведущий Java-разработчик,https://hh.ru/vacancy/26115518
22588937,219,Старший разработчик фронт-энда (Senior Front-End Developer),https://hh.ru/vacancy/22588937
22258491,178,IOS разработчик,https://hh.ru/vacancy/22258491
20397411,308,Frontend-разработчик javascript,https://hh.ru/vacancy/20397411
26189630,715,Front-end react-разработчик,https://hh.ru/vacancy/26189630
23332535,474,Front-end разработчик,https://hh.ru/vacancy/23332535
21903528,122,Программист 1С8,https://hh.ru/vacancy/21903528
20377633,848,Web-программист,https://hh.ru/vacancy/20377633
24463610,911,Главный программист 1С,https://hh.ru/vacancy/24463610
24201809,194,Senior Developer / Разработчик ASP.NET MVC,https://hh.ru/vacancy/24201809
26188542,705,Оператор станка с ЧПУ,https://hh.ru/vacancy/26188542
25316623,220,Программист 1С,https://hh.ru/vacancy/25316623
23261472,137,Программист 1C,https://hh.ru/vacancy/23261472
23491709,541,Unity Developer,https://hh.ru/vacancy/23491709
27968916,1196,Android Developer,https://hh.ru/vacancy/27968916
20549378,1021,Программист 1С,https://hh.ru/vacancy/20549378
23702927,1217,Программист C++,https://hh.ru/vacancy/23702927
24063806,1053,Программист Python,https://hh.ru/vacancy/24063806
25917380,224,Delphi разработчик,https://hh.ru/vacancy/25917380
20160217,301,Программист производительных вычислений,https://hh.ru/vacancy/20160217
21980609,866,Junior node.js разработчик,https://hh.ru/vacancy/21980609
24985798,414,Программист 1С,https://hh.ru/vacancy/24985798
23209528,420,Программист 1С,https://hh.ru/vacancy/23209528
25578566,463,Программист 1С,https://hh.ru/vacancy/25578566
20199426,593,PHP-developer,https://hh.ru/vacancy/20199426
24702826,420,Программист-разработчик 1С,https://career.ru/vacancy/24702826
22784341,949,Вебмастер / программист Drupal,https://hh.ru/vacancy/22784341
27576880,635,Разработчик игрового симулятора,https://career.ru/vacancy/27576880
25454182,85,Разработчик 1С Битрикс,https://hh.ru/vacancy/25454182
22180061,136,Разработчик С++,https://hh.ru/vacancy/22180061
23698350,1004,Ведущий разработчик JavaScript/React/,https://hh.ru/vacancy/23698350
23974749,463,Программист,https://hh.ru/vacancy/23974749
22323947,591,Java разработчик,https://hh.ru/vacancy/22323947
22166482,104,Веб-программист,https://career.ru/vacancy/22166482
22722691,960,Frontend-разработчик/ Верстальщик,https://hh.ru/vacancy/22722691
27484904,851,Программист 1C,https://hh.ru/vacancy/27484904
25241279,851,Программист 1С,https://hh.ru/vacancy/25241279
23836718,1150,Веб-разработчик (back-end) в офис,https://hh.ru/vacancy/23836718
22601189,353,Разработчик JAVA (г. Екатеринбург),https://hh.ru/vacancy/22601189
24580056,703,Разработчик баз данных,https://hh.ru/vacancy/24580056
24626210,361,"Инженер по разработке программного обеспечения (Web, fullstack)",https://hh.ru/vacancy/24626210
23690822,598,Разработчик React Native,https://hh.ru/vacancy/23690822
23935021,87,Ведущий специалист MS Dynamics CRM,https://hh.ru/vacancy/23935021
27355195,24,Senior Python developer,https://hh.ru/vacancy/27355195
25449000,41,С# Developer / C# разработчик,https://career.ru/vacancy/25449000
21438440,1017,Программист-разработчик,https://hh.ru/vacancy/21438440
23121646,1120,HTML-верстальщик,https://hh.ru/vacancy/23121646
23479300,849,Программист C# (разработчик Microsoft .NET),https://hh.ru/vacancy/23479300
24500082,221,Программист 1С,https://hh.ru/vacancy/24500082
27817279,335,Веб-программист/стажер,https://hh.ru/vacancy/27817279
22552449,311,Программист-верстальщик,https://hh.ru/vacancy/22552449
22455029,1054,PHP developer,https://hh.ru/vacancy/22455029
22783305,802,Ведущий PHP-разработчик / Senior PHP-developer,https://hh.ru/vacancy/22783305
25891841,594,Разработчик JavaScript,https://hh.ru/vacancy/25891841
22103865,923,Программист C/С++,https://hh.ru/vacancy/22103865
22922163,1072,Frontend-разработчик,https://hh.ru/vacancy/22922163
23347737,721,Инженер-программист,https://hh.ru/vacancy/23347737
25551438,858,Программист C#,https://hh.ru/vacancy/25551438
25368549,68,Javascript developer,https://hh.ru/vacancy/25368549
22744042,1145,Программист 1С,https://hh.ru/vacancy/22744042
23247330,264,Программист-разработчик Perl,https://hh.ru/vacancy/23247330
20031362,1218,Верстальщик,https://hh.ru/vacancy/20031362
20110099,858,Ведущий разработчик .NET,https://hh.ru/vacancy/20110099
24933552,153,Midlle / Senior Java Developer,https://hh.ru/vacancy/24933552
23161589,788,Программист ASP.NET,https://hh.ru/vacancy/23161589
21359149,574,Junior iOS Developer,https://hh.ru/vacancy/21359149
23695736,703,Программист (Саратов),https://hh.ru/vacancy/23695736
27933020,540,Веб-программист,https://hh.ru/vacancy/27933020
24488918,641,Ведущий инженер-программист отдела разработки программного обеспечения,https://hh.ru/vacancy/24488918
22803548,1145,Программист 1С,https://hh.ru/vacancy/22803548
21187444,242,.Net разработчик,https://hh.ru/vacancy/21187444
23245602,938,Верстальщик,https://hh.ru/vacancy/23245602
27926975,688,Программист 1С,https://hh.ru/vacancy/27926975
25202587,1176,Pyhton-разработчик,https://hh.ru/vacancy/25202587
21909249,1199,Java Developer,https://hh.ru/vacancy/21909249
23358019,1122,Программист Python,https://hh.ru/vacancy/23358019
24875152,128,Web-программист,https://hh.ru/vacancy/24875152
25130813,486,Программист 1С,https://hh.ru/vacancy/25130813
20609393,343,Senior / Middle PHP-программист,https://hh.ru/vacancy/20609393
25092548,459,Оператор станков с ЧПУ,https://hh.ru/vacancy/25092548
21878223,461,Программист-консультант 1С,https://career.ru/vacancy/21878223
23138366,1138,Программист 1С,https://hh.ru/vacancy/23138366
27681253,57,Backend Разработчик (Программист),https://hh.ru/vacancy/27681253
24769877,222,Senior iOS Developer,https://hh.ru/vacancy/24769877
20049437,421,PHP-разработчик,https://hh.ru/vacancy/20049437
26008777,719,Программист C#,https://hh.ru/vacancy/26008777
21966605,68,Разработчик frontend-приложений,https://hh.ru/vacancy/21966605
27719600,223,Специалист по САПР,https://hh.ru/vacancy/27719600
22899551,1010,Программист 1С,https://hh.ru/vacancy/22899551
25895275,90,Java-разработчик,https://hh.ru/vacancy/25895275
22884047,223,Программист С++ (стажер),https://career.ru/vacancy/22884047
25136932,171,Программист 1С,https://hh.ru/vacancy/25136932
20240256,256,Программист Oracle / Delphi,https://hh.ru/vacancy/20240256
27580309,601,Программист С++,https://hh.ru/vacancy/27580309
20715504,699,IOS Developer,https://hh.ru/vacancy/20715504
24729546,224,Delphi разработчик,https://hh.ru/vacancy/24729546
25023457,38,Программист 1С,https://hh.ru/vacancy/25023457
21945038,1145,Программист,https://hh.ru/vacancy/21945038
26136936,1026,Frontend-разработчик,https://hh.ru/vacancy/26136936
24257278,214,Программист 1С,https://hh.ru/vacancy/24257278
25660163,1017,Инженер-программист,https://hh.ru/vacancy/25660163
20778511,264,Разработчик (стажер) Oracle Siebel CRM,https://career.ru/vacancy/20778511
24336901,408,Программист PHP,https://hh.ru/vacancy/24336901
20484167,242,Разработчик,https://hh.ru/vacancy/20484167
25627235,146,Программист-разработчик / Ведущий разработчик,https://hh.ru/vacancy/25627235
25838848,225,Senior Backend Developer (Java),https://hh.ru/vacancy/25838848
23767499,226,Наладчик станков с ЧПУ,https://hh.ru/vacancy/23767499
22398591,227,Веб-разработчик,https://hh.ru/vacancy/22398591
26240921,461,Программист 1С,https://hh.ru/vacancy/26240921
22663253,77,Разработчик С++ (разработчик бизнес-логики),https://hh.ru/vacancy/22663253
23119383,1218,HTML-верстальщик,https://hh.ru/vacancy/23119383
27738522,317,Ведущий инженер-программист АСУТП,https://hh.ru/vacancy/27738522
21920103,1129,Старший NET- разработчик,https://hh.ru/vacancy/21920103
23287838,413,Frontend-разработчик,https://hh.ru/vacancy/23287838
22958341,964,Инженер-программист 2 категории (в отдел тематического планирования работ в ОКБ),https://hh.ru/vacancy/22958341
25600009,923,Unity-разработчик,https://hh.ru/vacancy/25600009
25985720,371,Middle PHP developer,https://hh.ru/vacancy/25985720
25848592,497,Программист-разработчик PHP,https://hh.ru/vacancy/25848592
25042691,986,Junior PHP-программист,https://hh.ru/vacancy/25042691
25219086,66,Web-программист,https://hh.ru/vacancy/25219086
25231733,135,"Разработчик Javascript (Meteor.js / Node.js, Angular.js / React.js)",https://hh.ru/vacancy/25231733
23708851,228,Senior Driver Developer (Win/Lin),https://hh.ru/vacancy/23708851
21491566,229,Программист-разработчик,https://hh.ru/vacancy/21491566
24738471,174,Junior .NET Developer/Младший разработчик .NET,https://career.ru/vacancy/24738471
24484465,375,Оператор станков с ЧПУ,https://hh.ru/vacancy/24484465
25471942,760,HTML-верстальщик,https://hh.ru/vacancy/25471942
22586172,1137,Веб-программист/веб-разрабочик,https://hh.ru/vacancy/22586172
23768137,230,Наладчик станков с ЧПУ,https://hh.ru/vacancy/23768137
21700628,165,С++ программист (немецкий язык),https://hh.ru/vacancy/21700628
22812104,557,Архитектор SW / System Embedded Architector,https://hh.ru/vacancy/22812104
24963455,1145,Программист 1С 8.х,https://hh.ru/vacancy/24963455
