id,title,AffinityPropagation_w2v_300,AffinityPropagation_artm_200,text
20257924,IOS разработчик,170,242,"IOS разработчик Обязанности: ▪ Сегодня &quot;СЗ РЦАИ&quot; входит в тройку крупнейших российских провайдеров аэронавигационной информации. Достигнув такого успеха, центр не останавливается на достигнутом, ставя перед собой новые задачи в повышении качества услуг и удовлетворённости клиентов.Для достижения этих целей мы ищем тебя - опытного разработчика, который готов сразу включиться в работу над нашим мобильным приложением &quot;SmartSky&quot; для пилотов и штурманов. Требования: ▪ Знание iOS SDK, понимание архитектуры и принципов iOS разработки;▪ Знание и практический опыт Swift;▪ Уверенное понимание ООП и паттернов проектирования;▪ Опыт интеграции приложения с различными API;▪ Git, умение работать в команде;▪ Опыт разработки картографических приложений будет плюсом;▪ Опыт, умение и желание писать тесты приветствуется. Для начала знакомства необходимо написать письмо на почту и рассказать нам о проектах, в которых вы участвовали: чем конкретно занимались, какими инструментами пользовались и какой опыт приобрели. Условия: ▪ Постоянная, полный день, работа на территории работодателя▪ Оформление, отпуск, больничный и пр. согласно ТК РФ;▪ Работа в комфортном офисе компании, либо удаленно, по вашему желанию;▪ Посещение конференций и прочих профильных мероприятий;▪ График: ПН-ПТ, 8-часовой рабочий день, плавающее начало с 7:00~11:00."
22343066,Junior IOS Developer,174,172,"Junior IOS Developer Приглашаем в команду iOS разработчика! Проект: Платформа для мобильной онлайн торговли на финансовых рынках.   Требования:  опыт разработки под iOS 8.x и выше (Objective-C) (коммерческая разработка, собственные проекты, фриланс с выкладкой на маркет); знания и опыт работы с Networking, Core Data; знание принципов объектно-ориентированного программирования, паттернов проектирования; опыт работы с Git или SVN; знание принципов разработки UI, iOS Human Interface Guidelines; ответственность, инициативность, умение работать в команде    Вашим плюсом будет:  ссылки на свои приложения в apple store, GitHub; опыт работы с графическими библиотеками, в частности с 2-мерными графиками; опыт разработки многопоточных приложений; опыт разработки клиент-серверных приложений; опыт работы с сетевыми протоколами; опыт работы с реляционными и нереляционными СУБД; опыт работы с TeamCity; понимание принципов криптования, опыт работы с Keychain; опыт работы по методологии Agile/Scrum    Наши преимущества:  мы работаем над сложным масштабным финансовым продуктом; у нас конкурентная заработная плата, комфортный современный офис в центре города и гибкий рабочий график; мы предлагаем разнообразный социальный пакет: медицинскую страховку, оплату спорта, совместный отдых и многое другое. "
25446197,IOS Developer,174,38,"IOS Developer Ищем опытных специалистов в команду разработки мобильных приложений (наше основное направление) для работы над внутренними и клиентскими проектами.   Рабочий процесс проходит в комфортном офисе в центре города рядом с парком и набережной. Предоставляем самое современное железо, участие в разработке продукта от начала и до конца его жизненного цикла в составе опытного коллектива.   Требования:  Знание Swift (опыт работы с Objective-C, C/C++  будет плюсом) Опыт работы с UIKit; Умение работать с многопоточностью при помощи GCD/PromiseKit/Async, понимание жизненного цикла контроллеров; Опыт работы с настольными базами данных с помощью Realm и/или CoreData; Приветствуется опыт работы с AFNetworking/Alamofire, Siesta, RxSwift/ReactiveCocoa, MagicalRecord/SugarRecord, ObjectMapper/SwiftyJSON, Swinject/Typhoon/DIP, PureLayout/SnapKit и различными сторонними решениями для имплементации графического интерфейса. Понимание архитектуры приложений (MVC и др.); Знание работы протокола HTTP; Умение работать с RESTful API; Опыт работы в команде и ведения проектов в git.    Условия:  Заработная плата от 100 000 рублей; График работы 5/2 с 9.00-18.00, пятница - с 9.00-17.00 "
23815580,IOS разработчик,174,38,"IOS разработчик Обязанности:  Разработка мобильных приложений под платформу iOS  Требования:   Уверенное владение языком Swift Свободное владение iOS SDK Опыт разработки под ios (от 1 года) Навыки работы c Git Знание паттернов проектирования Опыт написания многопоточных программ, знание GCD Опыт разработки клиент-серверных приложений Понимание особенностей работы с NSNotificationCenter Умение делать сложные анимации и transitions Понимание принципов AutoLayout Понимание блоков, делегатов, ARC Знание английского языка Желательно знание принципов FRP (RxSwift, RxCocoa) Опыт работы с CoreData  Условия:  Работа с лучшими профессионалами города над проектами мирового уровня Комфортный офис в центре города Достойная заработная плата Обучение за счет компании Дружный, молодой коллектив "
27384269,IOS разработчик,174,171,"IOS разработчик Обязанности:  Разработка с нуля масштабного проекта.  Требования:  Опыт работы не менее 2-х лет. Понимание принципов ООП и шаблонов проектирования. Опыт написания клиент-серверных приложений. Опыт рефакторинг кода и проведения код ревью. Хорошие знания основных iOS фреймворков. Знание Swift4/Objective-C. Опыт работы с Core Data/SQLite/Realm. Знание RxSwift. знание AutoLayout, Interface Builder. Понимание архитектур мобильного приложения.  Будет плюсом:  знание Xcode Instruments. умение оптимизировать код. навык написания тестов (Unit, UI).  Условия:  Гибкий график (возможность совмещать учебу для студентов). Все необходимые условия для комфортной работы. Молодой и дружный коллектив. "
26068006,IOS Developer,174,418,"IOS Developer В связи с расширением в нашей компании открыта вакансия IOS Developer   Требования:  Опыт разработки мобильных приложений под iOS; Знание Swift; Знание архитектурных паттернов и умение их использовать (MVC, VIPER, MVVM); Опыт работы с библиотеками CocoaPods; Опыт работы с БД (Realm, CoreDAta, SQLite); Опыт работы с протоколами Rest/JSON API; Умение верстать через Interface Builder и код; Знание iOS SDK (UIKit, Foundation, CoreGraphics, CoreLocation и др.); Опыт работы с системами контроля версий, желательно знание Git; Ответственность и достаточная самостоятельность; Опыт командной разработки; Английский язык на уровне чтения технической документации.      Будет плюсом:  Опыт кроссплатформенной разработки (Xamarin, React Native); Знание нативной разработки под Android (писать под Android не придется); Опыт рефакторинга и оптимизации кода; Знание других языков программирования (особенно Objective-C); Знание алгоритмов и структур данных.      Мы предлагаем:  высокую, ежегодно индексируемую заработную плату; оформление по ТК, 100% оплату больничного и отпуска; медицинское сопровождение (ДМС); демократичное руководство, отсутствие дресс-кода, плавающее начало рабочего дня; возможность удаленной работы; обучающие программы, курсы английского языка, еженедельные профессиональные семинары; дружный молодой профессиональный коллектив; широкие возможности для самореализации, профессионального и карьерного роста; офис в самом центре города, чай-кофе-фрукты-сладости, велопарковка  корпоративные и командные праздники, выезды, спорт.   Также у нас есть офисы в Самаре, Твери и Оренбурге.  "
27184794,IOS разработчик (Objective-C),174,400,"IOS разработчик (Objective-C) Обязанности: Участие в командной разработке, тестировании, оптимизации существующих мобильных приложений на платформе iOS.   Требования: Обязательно:  знание Objective-C; опыт коммерческой разработки iOS-приложений не менее года; опыт параллельного и многопоточного программирования; опыт разработки сетевых приложений как на уровне сокетов, так и на уровне HTTP; опыт работы с Core Data; опыт работы с Core Graphics; опыт работы с XML-парсером в iOS SDK; умение разбираться и работать с чужим кодом. последний год вы работали в аналогичной должности.  Будет плюсом:  опыт работы в Agile; знакомство с инструментарием создания и проведения тестов; знание распределенных систем контроля версий (Git); опыт работы с bug tracking system; опыт работы в команде.    Условия:  ​Полный рабочий день, но по удобному графику. Офис на м. Тульская. Достойная заработная плата (оклад + премии). Оформление по ТК РФ. Социальный пакет (ДМС, английский язык, бесплатный спортзал). Возможность обучения и сертификации за счет компании. Программа льготного кредитования в Сбербанке. Дисконт-программы от множества компаний партнеров. Возможность принять участие в других крупных и уникальных проектах банка. "
23969363,IOS Developer (Swift),174,38,"IOS Developer (Swift) Необходимые навыки:  Опыт в разработке iOS приложений от 2 лет. Опыт в разработке клиент-серверных приложений. Знания ООП, Cocoa и iOS SDK. Уверенные знания Swift. Наличие завершенных проектов на Swift. Знания технологий: GCD, RestKit, CoreData,SQLite, Autolayouts, AFNetworking. Понимание жизненного цикла ViewController и iOS приложения. Опыт работы: с соц сетями, интеграции рекламы и платежных систем, работа с push-уведомлениями, публикация приложения на iTunes, уверенная работа с сертификатами и профилями аккаунта apple разработчика, работа с картой и геолокацией пользователя, работа с медиа. Знания GIT. Технический английский. Будет плюсом  Понимание MVC и шаблонов проектирования. Знания ReactiveCocoa и KVO. Опыт работы с websockets. Опыт в анализе сложности и оценивании проектов. Опыт в разработке игр. Синхронизация с iCloud. Опыт разработки на Objective-C.    Условия:  Достойный конкурентный уровень оплаты труда, который зависит от опыта и навыков. Долгосрочное сотрудничество с оплачиваемым отпуском. Интересные проекты. Современный офис, комфортное рабочее место. Дружный коллектив и корпоративные ивенты.       "
23034404,Программист iOS,174,267,"Программист iOS Обязанности:  Разработка проектов на базе iOS  Требования:  Уверенное знание iOS SDK, Xcode, Objective-C и Swift. Хорошее знание платформы iOS, инструментов разработки Понимать как происходит управление памятью в iOS Понимать принципы проектирования SOLID и придерживаться их Иметь опыт работы с REST API, HTTP, JSON, APNs Ответственно, креативно и качественно подходить к решению поставленных задач Суммарный стаж программирования — более 2 лет. Наличие двух и более подтвержденных приложений для мобильных устройств под iOS, где кандидат занимался непосредственно программированием.  Условия:  Работа в светлом офисе; Работа с интересными проектами для известных брендов; Оформление по ТК; Комфортное рабочее место, чай, кофе; График работы (понедельник-пятница) с 10 до 19 часов; Дружный коллектив. "
22762146,IOS/Android разработчик,178,421,"IOS/Android разработчик Мы создаем технически сложные проекты. Разрабатываем веб и мобильные приложения, которые подвергаются большим нагрузкам. Мы умеем хорошо выстраивать архитектуру высоконагруженных проектов и обеспечивать стабильную работу серверов. Наша цель — помогать бизнесу, создавать крутые сайты и мобильные приложения. Среди наших клиентов и партнеров целый ряд известных компаний и большое количество молодых и интересных стартапов. В основном мы работаем для рынка США и западной Европы. Перед нами стоит множество интересных и, зачастую, очень сложных задач. Мы находимся в поисках опытного IOS разработчика.     Обязательные требования:   Опыт разработки ПО для iOS от 3 лет;   Отличные знания iOS SDK;   Знание SWIFT 3;   Умение эффективно использовать среду Xcode и отладчик LLDB;   Умение писать асинхронные и многопоточные алгоритмы;   Понимание концепции написания приложений по модели &quot;клиент-сервер&quot;;   Хорошее знание английского языка;   Опыт работы с системами контроля версий (GIT).     Дополнительным плюсом будет:   Опыт публикации приложений в App Store;   Опыт работы с WebRTC;   Опыт работы с архитектурой MVVM;   Опыт разработки под платформу Android.     Мы предлагаем:   Работу в классной команде молодых профессионалов, развитие и наставничество;   Гибкое начало рабочего дня;   Демократичную атмосферу и веселую корпоративную жизнь;   Оформление по ТК, оплачиваемый отпуск, оплата больничных;   Достойный и стабильный оклад по результатам собеседования.  "
26069506,Разработчик мобильных приложений,178,172,"Разработчик мобильных приложений Обязанности:  Проектирование и реализация мобильного приложения-интегратора для аэротруб. Приложение мониторит и собирает информацию об аэтротрубах, также в приложении присутствуют базовые социальные функции для пользователей (добавление в друзья, новостная лента и т.д.). Нам нужны разработчики с разным уровнем, есть работа как для Junior’a, так и для Senior девелопера.  Требования:  Git Qt + понимание, как соединить Qt с нативными решениями Опыт нативной разработки (RxJava, RxAndroid, Retrofit) Понимание паттернов разработки (MVC/MPV, как MVP внедрить на Qt, если понадобится) Английский язык уровня Upper-Intermediate. Предется много общаться и устно и письменно. Отсутствие проблем с выездом заграницу  Преимуществом будет:  Бонусом будет знание Kotlin Также бонусом будет опыт разработки приложений с социальными компонентами, умение работать с геолокацией, понимание принципов работы с данными на стороне пользователя (например, мониторинг контакт-листа) Для претендентов на позицию ведущего разработчика (TeamLead) важно показать не только хороший уровень понимания и работы с технологиями разработки, но и умение организовать работу команды разработчиков (принимать решения, оптимизировать процесс разработки и взаимодействие в команде)  Условия:  Небольшой отдел веб-разработки Отсутствие бюрократии и торжество здравого смысла Непосредственное общение с пользователями разрабатываемых интерфейсов Отличная команда опытных инженеров, механиков, архитекторов, электронщиков и пр. Наш продукт — один из лучших в мире по сравнению с конкурентами, есть чем гордиться. Уютный офис, компенсация питания Возможность работать удалённо (по результатам испытательного срока)   "
25502536,Android-IOs разработчик,180,421,"Android-IOs разработчик Компания «Cleverest Technologies», работающая над автоматизацией полного цикла для предприятий, компаний и корпораций в Казахстане, объявляет конкурс на позицию «Android-IOS разработчик». Мы ищем настоящего профессионала, который может создавать удобные и полновесные приложения   Ты нам подходишь, если:  Знаешь CSS и HTML, среды разработки Cocoa/Xcode, языки программирования Objective-C/С++; Знаешь основ HTTP, XML, JSON, принципов объектно-ориентированного программирования, СУБД; Знаешь Android, iOS SDK, шаблоны проектирования, распространенные библиотеки и архитектуру iOS, Android, Твой сигнатурный язык программирования - Python, Владеешь принципами клиент-серверной модели взаимодействия приложений; Есть навыки работы с Core Data; Знаешь SQLite, Fragments, Background Services Умеешь разбираться в чужом коде; Владеешь техническим английским языком.    Чем предстоит заниматься:  Развитие и поддержка мобильных приложений компании на платформах Android; Создание нового и оптимизация работы имеющегося функционала; Разработка инструкций по работе с готовым продуктом, оформление необходимой документации; Интеграция с различными внешними системами посредством API. Адаптация приложения под разные устройства.    Что Мы можем предложить:  работа в сплоченной команде профессионалов; оформление согласно с ТК РК свободное пространство для идей и инициатив; интересные рабочие задачи; достойный уровень заработной платы по результатам собеседования гибкий график    Если тебя заинтересовала вакансия, то смело отправляй отклик!"
27994277,Android разработчик,180,271,"Android разработчик Мы - команда разработчиков программного обеспечения. География наших текущих проектов: Москва, Саратов, Новосибирск, Канада (Calgary), Германия (Bremen), Казахстан (Алматы). Среди наших клиентов - крупные российские и зарубежные организации, банки, страховые компании. Приглашаем в нашу команду Android-разработчика!   Обязанности:  разработка новых и поддержка существующих мобильных приложений для Android.  Требования к кандидату:  знание Java Core, collections, multithreading, классических алгоритмов и структур данных знание Android SDK, опыт разработки клиент-серверных приложений с HTTP/REST/JSON умение публиковать приложения в Google Play Market понимание принципов ООП, SOLID, знание шаблонов проектирования умение работать в команде, знание Git  Мы предлагаем:  работу в дружном коллективе в центре Саратова, официальное оформление, полностью &quot;белую&quot; зарплату, использование передовых технологий в разработке ПО, инструментов тестирования и контроля качества! ДМС, включая стоматологию с обслуживанием в лучших клиниках города, комфортный офис, видеоигры, кофемашина. "
24827184,Разработчик мобильных приложений (под iOS/Android),180,36,"Разработчик мобильных приложений (под iOS/Android) Компания Северин Проект ищет разработчик мобильных приложений под iOS/Android. Описание вакансии: Мы ищем специалиста, готового работать в тесной связке с другими разработчиками, инженерами, и дизайнерами. Он будет отвечать за создание и поддержку фронт-энд iOS/Android приложений для наших проектов.   Функционал: — Разработка, поддержка нового мобильного приложения для iOS/Android устройств.   Требования: — Минимум 3 года опыта разработки серьезных торговых приложений для iOS/Android. — Опыт разработки клиент-серверных торговых приложений; — Наличие законченных приложений в Google Play / AppStore, в разработке которых вы принимали участие; — Понимание принципов клиент-серверного взаимодействия; — Android SDK Java, JSON, XML, SOAP, REST; — Знание Visual Studio 2017.   Условия:  Оформление по ТК РФ График работы 5*2 с 9 до 18 или с 10 до 19 Заработная плата по итогам собеседования "
27592913,Программист C++/Qt (мобильные платформы),180,171,Программист C++/Qt (мобильные платформы) Компания поставщик решений и оборудования для промышленной автоматизации в г. Екатеринбург ищет в свою команду инженера-программиста С++. Обязанности:  разработка клиентских приложений для систем биометрический идентификации под Andriod и iOS публикация приложений в App Store и Play Market разработка требований к новому функционалу приложений разработка тестов и документации участие в тестировании приложений  Требования:  опыт разработки на С++ от 2 лет опыт разработки под Android или iOS от 1 года наличие опубликованных приложений в App Store или Play Market использование git или другой CVS работа с системами баг-трекинга  Условия:  достойный уровень оплаты труда (окладная часть + квартальные премии) официальное трудоустройство в штат компании перспективы карьерного и профессионального развития 
24639843,Android разработчик,220,374,"Android разработчик Мы ищем людей, профессионалов своего дела или тех, кто хочет ими стать. Нам нужны сотрудники, которые надолго вольются в команду и будут расти вместе с нами. Интересные задачи и использование передовых технологий разработки гарантируем! Вознаграждение соответствует уровню ваших способностей и вкладу в общее дело. Заработная плата каждого сотрудника регулярно пересматривается. И главное: мы делаем полезные для миллионов людей проекты! Присоединяйтесь! Позиция предполагает работу в г. Алматы (Казахстан). Кандидатам из других городов мы поможем с переездом! Обязанности:  Развитие и поддержка мобильных приложений компании на платформе Android; Создание нового и оптимизация работы имеющегося функционала; Участие в Code Review;  Требования:  Опыт разработки под платформу Android; Наличие завершенных Android приложений; Желание развиваться в сфере Android разработки; Глубокое понимание Java и Android SDK, Алгоритмы, Верстка UI под Android, Android Support Library; Многопоточное программирование; Умение работать в команде; Знание английского языка будет плюсом;  Условия:  Работа в динамичной успешной компании; Возможность использования современных технологий; Молодой, интересный коллектив; Возможность профессионального роста; Доступ к профильной библиотеке; Возможность посещения международных конференций;    Если Вы тот человек, который живет и дышит программированием, любит сложные и необычные задачи, то мы будем рады видеть Вас в нашей команде!"
23274925,IOS developer,220,346,"IOS developer Ты – пишешь качественные продукты под IOS, любишь создавать интересные инновационные проекты? тебе важно твое профессиональное развитие? Ты инициативный, ответственный и увлекающийся? Тогда мы ждем тебя в нашей команде!   О нас: MEGASTAR развивает свою деятельность в реализации web и mobile проектов для различных областей бизнеса и внедрения собственных уникальных продуктов. В работе мы используем современные технологии и руководствуемся принципами оптимального соотношения технологий и сферы применения. Команде MEGASTAR работают профессионалы из разных областей IT, и поэтому мы можем воплотить в жизнь широкий спектр инновационных продуктов, которые действительно пригодятся и дадут результат   Мы предлагаем:  оформление по ТК РФ; работа среди профессионалов; интересные проекты различной сложности; возможность для реализации себя и своих профессиональных и творческих амбиций; возможность профессионального и карьерного роста до Team/Tech Lead; достойный уровень заработной платы (обсуждается на собеседовании); всегда в наличии чай, кофе, печеньки; молодой и дружный коллектив; удобная парковка с большим количеством парковочных мест; комфортный, стильный офис с кухней и прочими удобствами.    Пожелания к будущему сотруднику:  опыт разработки приложений под IOS от 2х лет; наличие готовых проектов; опыт работы с системами контроля версий SVN, Git; понимание ООП, принципов работы HTTP, базовые знания SQL; опыт работы в команде; английский на уровне чтения технической документации (pre-intermediate).    С чем предстоит работать:  разработкой мобильных приложений под IOS; разработкой новых и доработкой существующих мобильных приложений; участвовать в разработке проектной документации; работать в тесном взаимодействии с командой серверной разработки.   "
20071989,Разработчик iOS / Android,221,417,"Разработчик iOS / Android В Московский офис иностранной компании, занимающейся разработкой программного обеспечения, требуются Разработчики iOS / Android.   Обязанности:  Работа как индивидуально, так и совместно с командой инженеров в реализации интегрированного решения. Разработка новых продуктов, поддержка и расширение функциональности существующих продуктов.    Квалификация:  Подтвержденный опыт разработки и реализации комплексного программного обеспечения для мобильных устройств под управлением AndroidOS или iOS. 3 + лет опыта коммерческой разработки комплексного ПО на Java и / или Objective C. Опыт разработки для других платформ (BlackBerry, WP) - желательно. Способность обучаться и осваивать новые технологии. Стремление расширять свой кругозор и повышать профессиональный уровень. Умение разбираться в чужом коде и работать в команде. Высшее образование (информационные технологии, математика, физика). Английский (технический – обязательно; разговорный – желательно). Гражданство РФ.    Условия:  Постоянная работа в соответствии с ТК РФ. Иногородним кандидатам, желающим переехать в Москву, после приема на работу компенсируется стоимость билетов и одна неделя проживания в гостинице в Москве (оговаривается предварительно). Компания организует и оплачивает питание сотрудников (обеды, чай/кофе) Предоставляется медицинская страховка (ДМС) Оплачивается обучение английскому языку Возможны зарубежные командировки (Зап.Европа). Заработная плата устанавливается по итогам собеседования; предусмотрены премии за результативную работу. "
20662465,IOS-разработчик,228,421,"IOS-разработчик Сейчас в екатеринбургском офисе Яндекса мы активно развиваем мобильную разработку. Для создания ключевых мобильных приложений для бизнеса, Яндекс.Метрики и Яндекс.Директа, а также приложения Яндекс.Погоды мы ищем iOS-разработчика. Нам интересны специалисты, которые имеют опыт коммерческой разработки iOS-приложений. Мы готовы рассматривать и разработчиков, которые пишут код на любом языке и которые хотели бы попробовать себя в разработке под iOS. Мы готовы учить конкретным деталям платформы уже внутри, даем на это и время, и грамотных наставников. Нашему новому коллеге предстоит участвовать в обсуждении архитектуры приложения, выбирать технологический стек, писать многопоточный код. Созданные вами приложения будут установлены на мобильные устройства сотен тысяч пользователей.   Мы ждем, что вы:  имеете опыт программирования на языках: Swift, Objective-C, C#, C++, Java; имеете опыт параллельного и многопоточного программирования; знаете классические алгоритмы и структуры данных. "
24989559,Разработчик мобильного поискового приложения Яндекс,228,374,"Разработчик мобильного поискового приложения Яндекс Приглашаем вас принять участие в разработке мобильного поискового приложения Яндекса под Android. Наша цель — наилучшим образом решать ежедневные пользовательские задачи с помощью сервисов Яндекса. Мы помогаем быстрее искать сайты, картинки, видео, узнавать новости и погоду. Мы развиваем приложение с многомиллионной аудиторией, активно экспериментируем с новыми возможностями, проводим безжалостный рефакторинг кода, пишем тесты и делаем друг для друга code review.   Требования:  умение быстро и качественно писать код; знание классических алгоритмов и структур данных; опыт разработки на Java/C++/C# от двух лет; желание разрабатывать приложения под Android.    Будут плюсом:  опыт Android-разработки; опыт работы в команде; наличие личных приложений на Android.    Мы предлагаем:  возможность профессионально расти в сторону старшего разработчика, архитектора или тимлида в реальных проектах; работу в большом новом офисе в районе парка Горького, ДМС, компенсацию питания, чай, кофе и плюшки; регулярную оценку работы и бонусы. "
